{k o1 m o} {u s a1 r} {t o1 k B a1 k}.	{k o1 m o} {u s a1 r} {t o1 k B a1 k} {}.	0	0	0
{s e} {d e s a k t i B o1} {t o1 k B a1 k}.	{s e} {d e s a k t i B o1} {t o1 k B a1 k} {}.	0	0	0
